School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,language_classes,# of Language Classes,online_language_courses,# of online language courses,advancedplacement_courses,# of ap courses,online_ap_courses,# of online ap courses,extracurricular_activities,# of extracurriculars,psal_sports_boys,# of boys sports,psal_sports_girls,# of girls sports,psal_sports_coed,# of coed sports
09X327,Comprehensive Model School Project,Bronx,X240,1501 Jerome Avenue,Bronx,NY,10452,40.84241,-73.91616,718-294-8111,8:00 AM,4:00 PM,628,0.60%,23.30%,76.00%,0.00%,,,,,Spanish,1,,0,"Biology, Chemistry, United States History",3,,0,"Choir, Gaming, Girls Club, Newspaper, Spanish, Debate Team, Boys Basketball Team, Girls Basketball Team, Boys Flag Football Team, Girls Volleyball Team",10,,0,,0,,0
09X329,DreamYard Preparatory School,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4242,8:40 AM,3:15 PM,336,1.20%,33.60%,60.70%,1.50%,385,385,388,51.10%,Spanish,1,,0,"Biology, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, United States History",6,,0,"After-school Programs: Theater Company, Arts Studio, Dance Troupe, Literature Circle, Musical Theatre, National Honor Society, Portfolio Development, Sponsors for Educational Opportunities (SEO), Student Leadership Council, Summer Search, Cooper Hewitt Design Program, Culinary, CASA program for ESL students",13,"Baseball, Basketball & JV Basketball, Bowling, Handball, Outdoor Track, Soccer, Volleyball, Wrestling",8,"Basketball, Outdoor Track, Softball, Tennis, Volleyball, Wrestling",6,,0
09X350,New Directions Secondary School,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4242,,,,,,,,,,,,French,1,"French, Spanish",2,,0,,0,Male and Female mentoring groups; Dance; Glee; Yoga; Wellness Council sponsored activities,1,"Baseball, Basketball, Rugby",3,"Baseball, Basketball, Rugby",3,,0
09X365,Academy for Language and Technology,Bronx,X082,1700 Macombs Road,Bronx,NY,10453,40.8491,-73.91609,718-731-0219,8:00 AM,4:00 PM,322,0.00%,0.30%,99.70%,0.00%,371,334,348,78.90%,,0,"French, Italian",2,Spanish Language and Culture,1,"Art History, Biology, Chemistry, Psychology, Spanish Language and Culture, Spanish Literature and Culture, World History",7,"Adobe Photoshop, ALT Community Service Committee, ALT News, Dance Club Executive Board, Excel, Fitness, Karate, Leadership, Microsoft Applications, National Honor Society",10,"Baseball, Basketball, JV Volleyball, Softball & JV Softball",4,"Softball, Volleyball",2,,0
09X403,Bronx International High School,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-620-1053,9:00 AM,3:45 PM,409,1.70%,20.00%,74.10%,3.40%,355,330,320,59.10%,French,1,,0,,0,,0,"Afro-Caribbean Drumming, Ballroom Dance, Capoeira (Brazilian Martial Arts), Chorus, Drama, Guitar, Homework Help, Latin Dance, Modern Dance, One-to-One Tutoring, Photography, SAT Prep, Violin, Visual Arts, Web Page Design",15,"Baseball, Basketball & JV Basketball, Bowling, Soccer, Volleyball",5,"Basketball, Softball, Volleyball",3,Soccer,1
09X404,School for Excellence,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-860-1385,8:15 AM,2:45 PM,421,1.00%,26.60%,70.80%,0.70%,377,385,383,38.40%,Spanish,1,,0,,0,,0,"Art, Music, Regents Tutoring, Peer Mentors, Drumming and Improvisation, Yoga, Junior Reserve Officer Training Corps (JROTC), Peer Mediation Training, Restorative Justice Program, Ants Plants & Us Program, Yearbook Committee, Martin Luther King Jr. Community Resource Center Art Program, Theater.",13,"Baseball, Basketball & JV Basketball",2,"Basketball, Softball, Volleyball",3,,0
09X412,Bronx High School of Business,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4060,7:45 AM,3:15 PM,339,1.20%,33.30%,63.10%,1.50%,365,360,346,33.30%,Spanish,1,,0,"English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture",3,,0,"Talent Show, Anime, Art, Book, Chess, Dance, Debate Team, Drama, Literary Magazine, Math, National Foundation for Teaching Entrepreneurship (NFTE), Newspaper, Peer Tutoring, Photography, Student Government, Virtual Enterprise, Web Team, Yearbook",18,"Baseball, Basketball, Bowling, Handball, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",6,,0
09X413,Bronx High School for Medical Science,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4040,7:45 AM,3:15 PM,472,0.70%,36.70%,53.40%,7.10%,431,421,426,83.90%,Spanish,1,,0,Spanish Language and Culture,1,,0,"Chess, CHAMPS, National Honor Society, School Newsletter, Senior Council, Student Government, The City University of New York (CUNY)",7,"Baseball, Basketball & JV Basketball, Bowling, Handball, Outdoor Track, Soccer, Volleyball",7,"Basketball, Outdoor Track, Softball, Tennis, Volleyball",5,,0
09X505,"Bronx School for Law, Government, and Justice",Bronx,X460,244 East 163rd Street,Bronx,NY,10451,40.82759,-73.91867,718-410-3430,8:15 AM,3:00 PM,778,1.00%,23.10%,72.00%,2.20%,403,409,415,63.80%,Spanish,1,,0,"Biology, English Literature and Composition, Spanish Language and Culture, United States Government and Politics",4,,0,"Capoeira, Chorus, Dance, Lincoln-Douglas Debate, Math, Mock Trial, New York Police Department (NYPD) Explorers, Newspaper, Policy Debate, Senior Committee, Spanish, Student Government, Yearbook",13,"Baseball & JV Baseball, Basketball & JV Basketball",2,"Basketball, Softball, Volleyball",3,Bowling,1
09X517,Frederick Douglass Academy III Secondary School,Bronx,X148,3630 Third Avenue,Bronx,NY,10456,40.83417,-73.90403,718-538-9726,8:30 AM,4:00 PM,427,2.30%,50.40%,45.40%,0.70%,387,386,386,50.50%,"French, Italian, Spanish",3,,0,"Art History, Biology, Calculus AB, English Language and Composition, Environmental Science, Psychology, Spanish Language and Culture, United States History",8,,0,"The following are a few of the activities our Scholars are able to choose from: Athletics, Art, Book, Chess, Culinary Arts, Chorus, Dance, Debate, Drama, Film, Fitness, Homework Help, International Travel, Music, National Honor Society, Media, Photography, Scholar Ambassadors, Senior Advisors, Student Government, Technology, Yearbook, and Peer Mediation, Student Council, Young Women's Leadership, Expanded Success Initiative for young men; After-school opportunities are seasonal and more are offered based on Scholar interest",26,Basketball,1,,0,,0
09X525,Bronx Leadership Academy High School,Bronx,X876,1710 Webster Avenue,Bronx,NY,10457,40.84358,-73.90322,718-299-4274,8:00 AM,3:44 PM,686,0.60%,35.70%,61.70%,0.40%,375,372,374,49.10%,Spanish,1,,0,"Biology, English Language and Composition, United States History, World History",4,,0,"Band, buildOn, Cheerleading/Dance, Drama, Internship Program, Men's Club, Mock Trial Team, Moot Court Team, National Honor Society, Small School Sports Athletic League (SSAL), Student Council, Women's Club",12,"Basketball, Volleyball",2,"Basketball, Softball, Volleyball",3,Fencing,1
09X543,High School for Violin and Dance,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-842-0687,8:00 AM,3:00 PM,384,0.30%,34.10%,64.60%,0.50%,363,401,396,31.30%,Spanish,1,,0,,0,,0,"Advancement via Individual Determination (AVID), Character Education Leadership Program, College Summit, Community Service, National Honor Society, PM School, Saturday School, Student Council, Study Jams; Clubs vary each year according to student interest.",9,"Baseball, Basketball & JV Basketball, Volleyball",3,"Basketball, Softball, Volleyball",3,,0
09X564,Claremont International High School,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4001,8:40 AM,3:17 PM,257,1.20%,20.60%,72.80%,4.70%,,,,,,0,,0,,0,,0,"Homework Help, Math Tutoring, Visual Arts, Theatre, Dance, Community Service, French language program, Culture Clubs, Student Government, Newsletter, Photography",11,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Volleyball, Wrestling",10,"Basketball & JV Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Volleyball, Wrestling",7,,0
10X141,Riverdale/Kingsbridge Academy,Bronx,X141,660 West 237th Street,Bronx,NY,10463,40.88837,-73.91409,718-796-8516,8:20 AM,2:40 PM,1381,23.70%,12.30%,55.70%,7.70%,496,485,476,69.40%,"French, Spanish",2,,0,"Biology, Calculus AB, English Literature and Composition, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 3-D Design, United States Government and Politics, United States History, World History",11,,0,"Minecraft, Anime, Foreign Film, Spanish, One World, Art, Video Editing, Math, Science Olympiad, Screenwriting, Model United Nations, Glee; For eligible students: Accreditation Committee, Band, Book, Bronx Student Advisory Council, Chorus, Conflict Resolution, Dance, Dance and Activities Committees, Health Corps/Teen Action, High School Talent Show, Multicultural Show, National Honor Society, Newspaper, Nutrition Committee, Office Interns, School Leadership Team, student literary magazine, Regents Prep, RKA Idol, Spring Festival, Step, Student Council, Student Organization, Technology Interns, Teen Theater, Video Game, Winter Festival, Yearbook, Cheerleading, Car Wash, Pep Rallies, school carnival (RKArnival); Library Open Access for circulation, Poetry and Writing Competitions, Poetry Cafe, Quiz Bowl, Spelling Bees, art competitions, book clubs",49,"Baseball, Basketball, Cross Country, Soccer, Wrestling",5,"Basketball, Cross Country, Soccer, Softball, Volleyball",5,Golf,1
10X213,Bronx Engineering and Technology Academy,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-563-6678,8:15 AM,4:30 PM,417,1.40%,34.30%,55.90%,6.70%,394,406,391,59.60%,,0,,0,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States History, World History",9,,0,"Boys 2 Men, Chess, Dance; Precious, Extraordinary, Exceptional, Articulate Lady Scholars (PEARLS); National Honor Society, National Society of Black Engineers, Pretty in Pink, Robotics, Society of Hispanic Engineers",10,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball",11,"Basketball, Bowling, Cross Country, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball",11,,0
10X225,Theatre Arts Production Company School,Bronx,X137,2225 Webster Avenue,Bronx,NY,10457,40.85465,-73.89665,718-584-0832,8:30 AM,3:30 PM,632,0.70%,29.20%,66.60%,1.20%,402,421,410,77.70%,Spanish,1,Spanish,1,"Calculus AB, English Literature and Composition",2,"Calculus AB, English Language and Composition, Environmental Science, Music Theory, United States History, World History",6,"Acting, High School Dance, Ragtime Piano, Shakespeare, Chorus, Vocal & Piano Jam, Roadrunners, Step Team, Weightlifting, School Website, Student Council, Insight 182 Online Magazine, Documentary, Radio Station, Technology Squad, Video Film & Editing, Theatre Tech Crew, Chess, Art Appreciation, TAPCo Prefect Community Associates, National Honor Society, ESL, Middle School Math and Literacy, NYSESLAT, Regents, SAT Prep",26,,0,,0,,0
10X237,"Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,X143,120 West 231st Street,Bronx,NY,10463,40.87598,-73.90123,718-432-6491,8:00 AM,2:45 PM,583,3.30%,35.70%,56.90%,2.70%,423,420,425,68.60%,Spanish,1,,0,"Biology, English Literature and Composition, United States History",3,,0,"After-school Tutoring, Art, Big Siblings/Little Siblings, Brother's Group, Cheerleaders, Gay/Straight Alliance, Green, In School Youth Program, National Honor Society, SAT Prep Program, Saturday Math and Science Academy, Saturday Regents Prep Program, Sistah's Group, Step Team, Student Government Association, Summer Orientation, VERONICA Program, Yearbook, Yoga, Small School Athletic League Programs: Boy's Basketball and Co-ed Soccer",20,,0,"Cross Country, Softball",2,,0
10X243,West Bronx Academy for the Future,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-563-7139,8:30 AM,3:15 PM,599,3.00%,21.10%,72.00%,2.70%,404,383,378,57.30%,"French, Spanish",2,,0,"Art History, Chemistry, English Language and Composition, Spanish Language and Culture, United States History, World History",6,,0,"After-school Program, Chess, Dance (competitive), Digital Documentaries, Drama, Girls Talk, Granting Early Awareness and Readiness for Undergraduate Programs (GEAR UP), Intensive instructional support, Multimedia; Project-based activities in Science and Math, Student Government, Video Yearbook",11,"Baseball & JV Baseball, Basketball & JV Basketball, Indoor Track, Outdoor Track, Swimming, Volleyball",6,"Indoor Track, Outdoor Track, Softball, Volleyball",4,Fencing,1
10X264,Bronx Academy for Software Engineering (BASE),Bronx,X660,2474 Crotona Avenue,Bronx,NY,10458,40.85592,-73.88258,718-733-6024,8:30 AM,3:30 PM,226,2.70%,28.80%,60.60%,7.50%,,,,,Spanish Native Language Arts,1,,0,,0,,0,"Robotics, Computer-aided design, Gaming, Anime/manga, 3-D printing, Business start-up workshops, Individual- and small-group Tutoring, Student Government, SAT prep, Crafts, Community Service, Flag Football, Running, Music, Women in Computer Science",15,"Baseball, Basketball",2,"Softball, Volleyball",2,,0
10X268,Kingsbridge International High School,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8580,7:45 AM,2:45 PM,461,2.00%,5.20%,85.90%,6.50%,366,311,310,50.70%,,0,,0,English Language and Composition,1,,0,"After-school classes in English, Art, Math, Music, Paint Club, School Store, Science, Social Studies, Student Council, Video",10,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball",12,"Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball",8,,0
10X284,Bronx School of Law and Finance,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-561-0113,8:00 AM,2:45 PM,426,2.60%,30.30%,64.80%,2.10%,384,394,366,48.30%,Latin,1,,0,"Calculus AB, English Language and Composition, Spanish Language and Culture, Spanish Literature and Culture",4,,0,"Art, Bronx 12 Quiz Bowl, Chess, Community Service Volunteer Work, Internships, Investment, Latin, Mock Trial, Moot Court, Meditation, Spanish, Multicultural, Student Council, Tutoring",14,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Gymnastics, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball",13,"Basketball & JV Basketball, Bowling, Cross Country, Golf, Gymnastics, Handball, Indoor Track, Soccer, Softball, Tennis, Volleyball & JV Volleyball",11,,0
10X342,International School for Liberal Arts,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8570,8:00 AM,3:45 PM,561,0.50%,0.00%,99.50%,0.00%,390,387,379,19.20%,Spanish,1,,0,,0,,0,"Chess, Council for Unity, Newsletter, Poetry.",4,,0,,0,,0
10X351,Bronx Collaborative High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88008,-73.8859,718-543-1023,9:00 AM,4:00 PM,223,4.90%,29.60%,62.30%,1.30%,,,,,"Spanish, Spanish Native Language Arts",2,,0,,0,,0,"Martial Arts, Step, Cheer, SAT and College Prep; For the 2014-2015 school year our school anticipates offering: Debate Team, Young Women's Leadership, Young Men's Leadership, Gay-Straight Alliance, Poetry Jam, Online Newspaper, Chess, Literary Magazine, Outdoors, Student Government, SAT Prep, Internet radio station/school video production, Theater/Chorus; Student-organized clubs/student government",16,"Baseball & JV Baseball, Basketball, Bowling, Cross Country, Football & JV Football, Gymnastics, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball",12,"Basketball, Bowling, Cross Country, Gymnastics, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball",11,Cricket,1
10X353,World View High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88008,-73.8859,718-601-0391,9:00 AM,4:00 PM,173,1.20%,27.70%,68.80%,1.20%,,,,,"Spanish, Spanish Native Language Arts",2,,0,,0,,0,Extracurricular activities and clubs will be determined by students and their interests,1,"Baseball, Basketball, Bowling, Cross Country, Football, Gymnastics, Indoor Track, JV Baseball, JV Basketball, JV Football, Soccer, Swimming, Tennis, Volleyball",14,"Basketball, Bowling, Cross Country, Gymnastics, Handball, Indoor Track, JV Softball, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",13,Cricket,1
10X368,In-Tech Academy,Bronx,X368,2975 Tibbett Avenue,Bronx,NY,10463,40.88005,-73.90921,718-432-4300,8:30 AM,3:30 PM,1022,3.40%,10.80%,82.80%,2.80%,426,419,404,85.90%,Spanish,1,,0,"Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, United States History, World History",7,,0,"After-school Academic Enrichment in Mathematics, Art, Band, Dance, Digital Media, Drama, Guitar, Literacy and Robotics, Media, Microsoft Summer Challenge, MOUSE Squad, Music Appreciation, Musical Productions, National Honor Society, Robotics, School Newspaper, Student Government, Vocal Music, Web Design, Yearbook",20,"Baseball, Basketball",2,"Basketball, Softball, Volleyball",3,Outdoor Track,1
10X374,Knowledge and Power Preparatory Academy International High School (KAPPA),Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-933-1247,7:30 AM,4:00 PM,487,2.10%,32.20%,61.40%,2.50%,408,417,404,66.70%,"French, Spanish",2,,0,,0,,0,"Debate Team, Big Brothers Big Sisters, Creative Writing, Drama, Spectrum, Music Ensembles, Newspaper, Student Government, Tutoring Programs, NY Cares Community Service",10,"Baseball, Basketball & JV Basketball, Fencing, Swimming, Volleyball & JV Volleyball",5,"Softball, Swimming, Volleyball",3,,0
